"","countrycode","2001","2003","2004","2006","2007","2008","2011","2012","2013","2014","2015","X2016","2017"
"60","IRN","126878750295962",153544751395.43,190043433964841,266298911661144,349881601458.56,406070949553875,583500357530414,598853401276101,467414852231299,434474616831914,385874474398.59,418976679728567,454012768723589
"61","ISL","8205357164.41227",11414054860577,13834751482.0128,17216417442.2912,21514962936.5389,17905251832.0506,15158548597.3876,14724078264.24,16033517529.2506,17758089312.4856,17344165907.2129,20716024757.4057,24489493459.0074
"62","ISR","130671332049362",126808836147647,135341922021419,153982562749675,178743403203427,215960886649944,261716880681784,257435001991474,292917010877217,310007879343474,300470790394923,319377923613703,353268411918577
"63","ITA","1162317852348.99",1569649661399.55,1798314750434.57,1942633797516,2203053380782.92,2390729163615.06,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832273032580.67,1869201702185.17,1946570340341.13
"64","JOR","8975689844.8519",10195660789.8449,11411390409.0268,15056929760.2257,17110587447.1086,22218617771.5092,28932299012.6939,30966149506347,33675599435.8251,36104372355.4302,37968970380.8181,39252468265.1622,40765867418.8999
"65","JPN","4303544259842.72",4445658071221.86,4815148854362.11,4530377224970.4,4515264514430.57,5037908465114.48,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4926667087367.51,4859950558538.97
"66","KAZ","22152694161.8882",30833699702.7594,43151647002.6096,81003884545.4098,104849886825584,133441612246798,192626507971584,207998568865789,236634552078102,221415572819.5,184388432148715,137278320084171,162886867831694
"67","KGZ","1525112241.84376",1919012666.56904,2211534585.0034,2834168889.42019,3802566170.81543,5139957784.91084,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836
"68","KHM","3984000517.02344",4658246918.27092,5337833248.03924,7274595706.67154,8639235842.18075,10351914093.1723,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811
"69","KOR","533052076313527",680520724062403,764880644710649,1011797457138.5,1122679154632.41,1002219052967.54,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.7
"70","KWT","34890772742.0933",47875838926.1745,59440108585.0017,101550654720882,114641097818438,147395833333333,154027536231884,174070025008932,174161142454161,162631412508784,114567298105683,109420059582.92,119551599076822
"71","LAC","2033378088396.85",1841474102574.35,2118651764804.28,3022671923224.93,3585702739430.15,4198034291231.18,5584687674430.54,5621553055485.71,5748382922892.87,5882790470977.05,4997012843036.87,4857776801085.38,5405037342852.1
"72","LCN","2237512350937.42",2051191419284.12,2363958082179.67,3350771445882.55,3947928508462.87,4588436486040.13,6080012753550.91,6143036728395.19,6294625532171.87,6416225701699.74,5517742948141.7,5387475015449.07,5970989904971.93
"73","LIC","129270792656607",149520045347202,171703760023987,221957643010035,267104625629813,327077551746733,412389209537131,445017519259077,487071447752522,524078350009157,517632917094.3,494529621992603,527887616045976
"74","LKA","15749753804.8344",18881765437.2151,20662525941.2985,28279814924.5918,32350248410.8216,40713812309.7316,65292753005.4664,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,88019706803834
"75","LMC","1309633849658.81",1621656196590.36,1861286928582.84,2592282288330.26,3177011935888.98,3560010071485.11,5039221584981.71,5287092922777.45,5521874030996.19,5826965731799.72,5784352356553.79,6023987416728.54,6521854050234.46
"76","LTU","12252498921.0186",18802576988.1557,22649930576.2543,30216060233.4044,39738180076.6283,47850551148.8365,43476873412803,42848195256.2142,46417340374.5204,48516371720.8346,41516701871248,42973365745.2891,47544459558.9514
"77","LUX","21272418791.9463",29557325056.4334,34685281847.5292,42414308116.9239,50888134410.0739,55849686538.7432,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57204400105015,58961235412.2227,62316359824.1281
"78","LVA","8350252966.19655",11748433157.0533,14373269155.7174,21447021570.1028,30901399261387,35596016664.2304,28223552824.7508,28119996053.2511,30254677296.9181,31335013751.5424,26972863393.6384,27695474684447,30463302413.7289
"79","MAC","6811227982.82193",8195033162.12038,10585624890.9277,14789661809.1834,18340447242.9971,20917444919.6394,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45322259884.1791,50559431846.4989
"80","MAR","39459581217.3759",52064058833.9739,59626020162.3816,68640825480.9223,79041294874.4553,92507257783.5697,101370474295109,98266306615.3632,106825649872108,110081248587369,101179808076.36,103345296966607,109708728848535
"81","MDA","1480673594.05602",1980901553.51226,2598231467.43671,3408272498.11516,4401154128.12297,6054806100.84681,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633
"82","MDG","4529575347.56805",5474030080.24451,4363934494.37405,5515884348.54904,7342923489.09616,9413002920.97008,9892702357.56691,9919780071.28764,10601690871.7611,10673516672.6664,9744243531.20119,9958655044.98547,11465850504.0067
"83","MEA","970588701268544",1089041747053.17,1271305394517.72,1791193599349.88,2123656501279.28,2648080083193.21,3282325618009.2,3575615120555.34,3553668416591.58,3569443658321.09,3146224148913.01,3149687655679.88,3275008659269.25
"84","MEX","756706300589791",729336319677449,782240601984.76,975387131716089,1052696282278.88,1109989063586.62,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077827944342.35,1158071006809.62
"85","MKD","3709637829.94866",4946292774.79046,5682719260.0763,6861222331.96317,8336478142.08872,9909548410.82744,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11279509013.9119
"86","MLI","3465305993.47783",4703504466.53245,5444474268.42491,6899799785.8441,8145694631.88353,9750822511.47988,12978107560.5982,12442747897.2223,13246412031.4145,14345828992.0411,13099495529.7113,14010787737.8424,15339614406.6617
"87","MLT","4331870647.71535",5456583589.39342,6062780269.0583,6757119558.3992,7880509170.54476,8977149553.24447,9500669014.63602,9211948090.70898,10151192765.7466,11281702719.8057,10701866983.4752,11442612408.8179,12748803180.3035
"88","MNA","467359849131346",511776433348428,593117335732066,811618643772431,1003135831263.3,1235624165211.14,1568618556169.38,1728670837464.96,1624179970871.02,1598440150830.85,1441623404793.42,1453306730365.21,1437537340501.73
"89","MNG","1267997934.3125",1595297355.78349,1992066808.09598,3414055566.1138,4234999823.30839,5623216448.86851,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11433635875.9316
"90","MRT","1295539448.36484",1563074859.52173,1833444740.37736,3040716679.07669,3356757064.45846,4031048268.43289,5166346516.40948,5231255478.38986,5639818811.90095,5372783879.75886,4832547925.29075,4727937032.27564,4975432190.51025
"91","MUS","4613630624.20504",5816553825.08191,6578844486.90016,7028803365.70151,8150138757.15741,9990370016.30771,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066381,12232463655.5727,13259351418.4459
"92","MYS","92783947368421",110202368421053,124749736842105,162690965596205,193547824063.3,230813597937526,297951960784314,314443149443149,323277158906979,338061963396376,296636282166176,296753497922573,314707268049991
"93","NAC","11321881659892.6",12354812816817.7,13241410621714.1,15135440910461.2,15922730888205.8,16268085220997.2,17337272540202.8,18026511572523.6,18632441320853.1,19329008738304.3,19778113935832.2,20239948343915.9,21138584471481.7
"94","NER","1945327564.65042",2731416346.48158,3052898739.4678,3646728060.06463,4291363390.91295,5379299887.69673,6409184724.22579,6942258305.19085,7667952566.39139,8229731383.75656,7217667780.59665,7528285443.60769,8119710126.32655
"95","NIC","5323146565.70315",5322454925.84746,5795568204.64532,6763671610.70006,7423377429.05927,8496965842.2767,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12756717322.7625,13286093197.4791,13843586679.5401
"96","NLD","431213422818792",578792325056433,657171591755649,733340860619747,847481522036682,947997656364436,904085980796018,838971306990906,876923518850405,890981311077658,765264949780999,783528181704567,831809944960879
"97","NOR","174003247439305",228752436371854,264357494659388,345424664369357,401082621082621,462554432624114,498831558925.86,510229136226902,523502127659574,499338534779159,386663139402707,371344761904762,399488897844046
"98","NZL","53872425916.6248",88250885550.2626,103905210084034,111608845081383,137316087308003,133280382371547,168461998741295,176193696737934,190784384693441,200834001603.85,177208110322704,187854022728459,202590814084991
"99","OMN","19452015604.6814",21633810143.0429,24763589076723,37215864759.4278,42085305591.6775,60905331599.4798,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334,70783875162.5488
"100","PAK","72309738921.3329",83244801092.7096,97977766197.6724,137264061106043,152385716311916,170077814106305,213587413183996,224383620829.57,231218567178979,244360888750807,270556126820064,278654637737.69,304951818494066
"101","PAN","12502013400",13693981200,15013381700,18141666300,21295984200,25155888600,34686200000,40429700000,4.56e+10,49921500000,54091700000,57957600000,62283800000
"102","PER","52030158775.4055",58731030121.8671,66768703497.5687,88643193061748,102170981144136,120550599815441,171761737046585,192648999090082,201175469114327,200983797111659,189759138299209,191907499037066,210702303186432
"103","POL","190521019077164",217513049291.61,255102252843395,344748646558391,429063549983742,533815789473684,528832185770217,500360816827883,524234322596975,545389126644476,477577397532829,472028000405803,526371021088561
"104","PRT","121545880984.34",164964195259594,189187437298237,208566948939907,240169336162059,262007590449685,244895101712451,216368178659446,226073492966495,229629822121601,199420256049689,206275669201916,219308126633628
"105","PRY","8495806432.18467",7691367471.17992,9624440836.2931,13429430050261,17856270473153,24578067861.3998,33715524703.9288,33283228891.0923,38585317742981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733
"106","QAT","17538461538.4615",23533791208.7912,31734065934.0659,60882142857.1429,79712087912.0879,115270054945055,167775274725275,186833516483516,198727747252747,206224725274725,161739835164835,151732142857143,166928571428571
"107","ROU","40394824679.1232",57806506024.0964,74972669056.5922,122022997508.01,174585202805233,214313628965024,183443154234731,171196268957961,190949066979176,199626806401529,177893451831141,188494136775719,211406933991363
"108","RUS","306602070620.5",430347770733155,591016690742937,989930542278684,1299705764824.48,1660846387626,2051661732059.47,2210256976944.74,2297128039058.16,2059984158384.6,1363594369511.4,1282723881083.71,1578624060588.26
"109","SAS","638710941320503",782504979368156,907327593223335,1196110786092.04,1504221259179.23,1527503038357.47,2271880446967.01,2297374631123.91,2357174513350.64,2581892372016.11,2697313887065.75,2920085235751.32,3347712176123.4
"110","SAU","184137469733333",215807655253333,258742133333333,376900133511348,415964509673115,519796800000,671238840106667,735974843360,746647127413333,756350347333334,654269902880,644935541440,688586133333333
"111","SEN","6174898370.14018",8683229268.11979,10167441854.4694,11847848224.8947,14285970085.0519,16949789464.5966,17878780184.8709,17825417949.4231,18960182371.3937,19770840285.9946,17767704596.9267,19027392875.8489,21081669870.0624
"112","SGP","89794943349.8912",97645448283.7791,115035498757543,148630373214173,180941941477009,193611986712842,279351168707267,295087220933024,307576360584992,314851156183411,308004146057608,318068476293883,338406474038.67
"113","SLV","12282533600",13243892200,13724810900,15999886400,17011750900,17986886200,20283780000,21386160000,21990970000,22593470000,23438240000,24154120000,24927970000
"114","SRB","12267175481.2542",21188704081.2428,24861484993.5082,32482070360.3204,43170990616.4729,52194221468.5007,49258136128.9672,43309252921.0567,48394238300.4008,47062205546.5,39628549949.7295,40630392018541,44120424391.86
"115","SSA","377733010396503",516503049014434,643460648399953,908061530844143,1054217821396.79,1208797676834.35,1551471598418.16,1634706047203.94,1738185476746.97,1825688362717.55,1660362619647.97,1544516297936.01,1678441648981.57
"116","SSF","378359733583336",517212827881005,644304487627321,909081981434464,1055254020414.74,1209764859134.98,1552537242838.54,1635765918245.35,1739513778367.17,1827031487774.01,1661740323494.26,1545944112397.67,1679945005255.79
"117","SVK","30703017449.6644",46731767494.3567,57240535137.8197,70596729394.0534,86304245825349,100324627215468,98181259740.0919,93413992955.8972,98478349315.3252,100948236941182,87769595120.4718,89848359304.5293,95617670260.1145
"118","SVN","20875387068.1145",29697448108.2957,34470227453.9113,39587732028.6037,48114688201.4782,55589849128.4605,51290792018.1074,46352802765.5763,48116256926.0807,49889553216003,43102044290.9563,44641210338.2514,48455919386.0505
"119","SWE","240283858225789",331531479168.47,382152839200425,420540782304627,488397792507546,514584970642.23,563797423389285,544481531961.98,579360671663959,574413132024.98,498117638852897,512205240408433,535607385506432
"120","TCD","1709347793.32873",2736666515.8294,4414929219.99649,7422102655.98832,8638711442.7705,10351932604.4154,12156380425.0825,12368071038.7362,12949854262.8127,13922223233.5184,10945989471.6286,10090922857.3905,9975692095.40855
"121","TGO","1481141849.98469",2111093197.99043,2255942249.33218,2349495620.59025,2659095101.10026,3310277926.58997,3867391618.08827,3873529926.22723,4320427495.74933,4568900619.92456,4179185205.16122,4414908596.54217,4765866980.38429
"122","THA","120296746256631",152280653543725,172895476152592,221758486880313,262942650543771,291383081231.82,370818747396833,397558094269876,420333333333333,407339361695577,401295970240337,412352789519611,455275517239347
"123","TTO","8824873259.32105",11305459802.0683,13280275123.0354,18369361094.3886,21641620049.9352,27871587349.5413,25433011405.3017,25769329445.0666,27110262285.4127,27477965424.1625,25121524774.9867,21746391333.0334,22250455018.8067
"124","TUN","22066101341.4888",27453084982.5378,31183139301.4853,34378437265.2141,38908069299204,44856586316.0458,45810626509.4474,45044112939.3687,46251061734.4741,47632326088237,43152528548124,41808379888.2682,39952095560.8829
"125","TUR","200251925227874",311823003788624,404786739602813,552486912921989,675770112179989,764335657637.62,832523680908.06,873982246611954,950579413122.56,934185915386096,859796872677614,863721648068806,851549231502615
"126","UGA","5840503868.57245",6336696288.98214,7940362799.17997,9942597779.99265,12292813603.2327,14239026629639,20176025256.9153,23114293416.3905,24599550623.7254,27291879819.3622,27102650386.6012,24133664284.5089,25995031850.1545
"127","UKR","37972301334.6736",50084197498.4529,64819702951.6826,107647920792079,142579603960396,179816790704739,163159671670265,175781379051433,183310146378081,133503411375739,91030959454.6961,93355993628.5042,112190355158178
"128","UMC","4619137394565.92",5195088403330.02,6238638661686.47,8931036732544.84,11107963026804.2,13583072534398.9,18969596489951.5,20325179881476.2,21608468942126.5,22301780634014.8,20866337272423.2,20738160554962.4,22851442775056.6
"129","URY","20898788416.6348",12045631092.5353,13686329890.1191,19579457966.0538,23410572634.3147,30366213119.2928,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1224,53274304222136,52687612261.5424,56488991831024
"130","USA","10581821399000",11458243878000,12213729147000,13814611414000,14451858650000,14712844084000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000,19485393853000
"131","VNM","32685198735.3053",39552513316.0734,45427854693.2554,66371664817.0436,77414425532.2452,99130304099.1274,135539438559709,155820001920492,171222025117381,186204652922262,193241108709536,205276172134901,223779865815183
"132","WLD","33382422263799",38899897038562.5,43811772234694.6,51442676003488.1,57968741828029.4,63616066492489.3,73357420394392,75045654452275.2,77189608277384.9,79296107902414.6,75003074210656.5,76102831192800.1,80891341462319.1
"133","YEM","9861560094.74009",11777966673.3897,13872791658.5487,19061978586.1278,21650532264.2322,26910851361.7555,32726417878391,35401339869.3055,40415233436.1767,43228585321.3272,42628328212.1041,30968242967.7823,26818703092.5852
"134","ZAF","121514929265918",175255777923458,228590292804185,271636512521322,299416992590164,286769029768392,416417032178542,396329389720235,366644891407353,350637643679195,317415623434305,296340945652684,349268114386875
